flow_duration,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,flow_byts_s,flow_pkts_s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_header_len,bwd_header_len,fwd_pkts_s,bwd_pkts_s,pkt_len_min,pkt_len_max,pkt_len_mean,pkt_len_std,pkt_len_var,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,cwe_flag_cnt,ece_flag_cnt,down_up_ratio,avg_pkt_size,init_win_bytes_fwd,init_win_bytes_bwd,act_data_pkt_fwd,min_seg_size_fwd,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min,label,type,const_feature,empty_feature,inf_feature
224838.857088,13.055833,17.68838,2646.695468,1532.614688,584.484029,16.677609,189.451829,94.577909,1024.305393,19.074505,143.727038,118.866712,9599.649106,104.383434,1352.70691,3360.210786,43195.380282,0.038888,2061.470683,1841.899907,17864.749801,0.050087,2427.581034,2285.605998,22617.807312,0.004952,93.40407,127.062433,65.576014,41.989095,16.78473,901.855109,156.111838,81.728778,13687.760172,2,2,0,3,17,0,0,0,0.769629,214.949954,78673.149682,74679.582483,8.367507,27,5125.373128,11912.04909,139315.007896,0.000572,11492.598873,16127.331649,231234.115857,0.0,NonVPN,Chat,0,,inf
207768.555313,12.399091,19.656359,2354.940805,1763.820885,782.333412,23.584525,178.599041,106.618557,906.30394,20.349404,144.888158,116.823177,10148.568859,117.013362,1677.194872,3123.836294,32593.803556,0.0,1870.382907,2505.425041,26879.371816,0.012644,1818.575213,2483.454694,35906.091346,0.0,83.515103,100.720966,47.694167,41.101947,25.175997,711.743119,102.135363,66.486787,10052.397904,1,1,0,4,19,0,0,1,1.315664,162.22903,61415.424521,63947.124305,12.577549,28,5515.041807,9688.444754,78161.514254,0.033329,9055.601549,11846.17849,237476.634265,0.004199,NonVPN,Email,0,,inf
210040.53369,18.393372,13.651352,2038.850275,2326.278905,793.291433,21.003911,122.78689,101.733379,910.206384,15.826792,116.541637,109.756078,9122.145887,93.231516,1392.948421,3329.922468,49164.23105,0.0,1420.281204,2088.324435,31560.150003,0.062247,1844.717802,1539.143279,23571.563681,0.0,71.968704,88.943045,60.416676,42.474855,23.777623,790.485196,139.389157,108.61976,7235.844274,1,2,0,3,18,0,0,0,1.177733,199.37798,75512.058971,65717.664797,9.963337,30,5205.631613,9726.284987,145170.642768,0.08237,11613.047762,17697.895032,190282.653203,0.0,NonVPN,VoIP,0,,inf
277409.84518,16.609436,20.871916,2394.343617,3161.743329,841.667719,18.719486,159.067714,42.524371,962.027489,8.238857,124.159786,118.945018,10316.575167,75.122468,1220.550285,3989.431609,38340.732205,0.112146,1799.377968,2790.960931,38731.121752,0.006551,1639.156167,2744.697364,33782.062295,0.0,76.316018,83.174921,69.983064,45.280356,18.981935,882.798527,171.626724,111.102656,8200.517988,2,1,0,3,18,0,0,0,1.108776,156.012193,54785.866286,69402.000582,10.130155,32,5518.436538,10085.528372,111903.424401,0.037812,11750.108355,12443.73831,302307.566979,0.0,NonVPN,Browsing,0,,inf
168499.881174,12.990274,14.691814,2220.660634,2471.837963,751.496197,22.230927,159.176635,95.119976,966.39221,26.661702,111.702312,102.784123,5771.84079,95.616625,1398.832491,3802.22659,50978.516009,0.010139,1637.883011,2827.055401,27149.244758,0.0,2355.009074,2518.883242,38930.753272,0.03387,66.250998,112.828891,67.544517,45.8256,17.255636,760.808625,149.031421,109.7667,8279.874699,3,2,0,2,19,0,0,0,0.989155,133.162712,64914.25618,75607.360335,7.888607,27,4650.95636,11325.186254,125265.053577,0.0,11856.537014,16178.319473,244769.095346,0.0,NonVPN,Audio-Streaming,0,,inf
173315.391251,17.881345,17.103492,1963.948796,2603.980633,914.470244,20.64931,132.286517,109.865946,1155.828051,26.136485,211.546698,134.590808,11432.469831,105.501096,1550.783456,3499.32449,33704.12718,0.035036,1360.716273,2228.127455,37039.251366,0.042011,2535.463384,2663.076111,26948.237091,0.0,81.469251,97.364925,72.243749,42.07371,21.267324,739.842402,178.374423,100.055954,8650.335991,2,1,0,2,20,0,0,0,0.984017,165.112749,78562.986033,34948.204151,5.117774,24,6153.824897,10668.916553,123975.649155,0.048133,11539.837622,14382.928883,270145.687445,0.005531,NonVPN,Browsing,0,,inf
240057.88138,20.242106,10.059174,1638.597069,2044.45104,747.690467,19.083411,109.302208,74.04044,760.543648,34.616072,238.376439,101.847362,8878.272574,75.348612,919.151136,3132.677013,34456.239007,0.0,1281.533305,2243.395954,30802.586315,0.01831,2150.289905,2134.473552,39230.676668,0.0,89.113154,95.816164,45.135015,42.438799,21.315309,999.300392,160.812659,127.57202,11813.519388,2,1,0,2,17,0,0,0,0.882899,144.97589,52306.759704,50501.29601,11.285551,26,3505.260916,5355.35028,94180.246155,0.066248,10912.016388,19716.823635,257754.447322,0.039128,NonVPN,Audio-Streaming,0,,inf
262634.681221,18.098697,16.131663,2421.577987,2864.975871,720.864423,15.958034,118.028535,91.40139,952.975599,20.576288,180.861365,121.296633,10557.106122,121.53715,1721.79917,2623.256135,54727.911744,0.0,2138.538791,2631.817741,27774.393356,0.0,1938.236776,2014.070849,39919.871323,0.07584,68.524482,101.218054,52.165772,39.909274,22.788181,893.756802,216.667547,91.319815,11798.805398,1,1,0,3,22,0,0,0,1.065466,158.524535,72891.080576,36557.353574,5.099692,25,5971.450844,9274.924603,110516.435542,0.0,6784.188179,16742.004412,276524.870286,0.0,NonVPN,Browsing,0,,inf
211426.790252,12.666502,14.872262,2221.178724,1624.499791,888.454943,22.713878,143.22023,49.812522,738.580183,29.326136,89.992985,103.119036,7482.198669,108.758152,1229.871284,3432.677516,46274.880769,0.091811,1734.24681,2775.988765,21980.700413,0.059521,1726.216815,2517.379901,33863.843496,0.0,83.294288,112.717817,63.163685,32.12993,19.554287,1020.208682,109.223734,80.654212,11577.778487,1,3,0,4,19,0,0,0,0.954481,181.699504,46047.671503,63808.373802,10.754655,28,4844.613412,9610.655413,95657.06114,0.066432,13466.357221,18763.620714,174562.593686,0.041456,NonVPN,Video-Streaming,0,,inf
170652.282124,15.930024,19.181092,2420.205808,2682.95832,841.937324,25.305001,183.102916,43.55371,848.574954,23.288708,123.232006,111.864825,11635.375791,76.41969,1484.773037,2672.485677,36920.345101,0.07387,1624.211266,2816.315445,19895.422173,0.093116,2216.954881,2708.020079,37522.344641,0.0,97.028443,90.401543,57.796049,41.01759,17.909655,1012.536639,172.600433,111.731467,9984.169559,1,2,0,3,18,0,0,0,1.252214,170.385032,50156.40887,68903.812274,9.326457,27,4788.171509,4211.897505,93057.942655,0.056042,9684.04052,17038.504032,179922.389425,0.071935,NonVPN,VoIP,0,,inf
233778.005086,16.835316,25.535527,2800.51028,2456.527289,714.576293,18.828038,163.767253,88.295369,835.970449,30.338223,176.2996,155.531864,9655.169784,125.528945,1490.044495,3754.66529,36521.940451,0.0,1948.944729,3062.642917,30217.385111,0.0,1510.306988,2080.723253,23182.152669,0.005474,96.200632,95.768175,35.587521,43.45484,19.413924,1239.551798,121.723004,92.967803,13070.534825,1,1,0,4,18,0,0,0,0.936349,132.211538,63486.212612,47579.076663,9.025247,27,5159.62696,12235.972968,122858.684538,0.003396,12085.294192,18579.343101,153709.438867,0.0,NonVPN,Video-Streaming,0,,inf
209117.332526,19.778633,16.978835,1433.925829,2006.569487,404.046653,19.157148,144.913629,83.123704,1074.778404,29.177606,174.479415,67.733065,10555.551503,104.49666,1477.966676,3765.332336,33193.899591,0.100438,1489.145408,2950.63633,20888.32245,0.0,2545.892713,2668.506489,39140.326343,0.011848,78.488603,119.567334,57.444085,30.576021,17.108336,989.29306,176.74662,71.792951,8696.183465,2,2,0,2,20,0,1,0,0.714322,165.746323,57624.693411,63688.293804,7.981368,25,6313.486197,8752.098081,131884.373914,0.0,10763.654925,11331.769067,138724.369076,0.047138,NonVPN,VoIP,0,,inf
197448.219122,14.68808,13.507927,1641.651998,2518.643956,694.940884,21.360696,162.218537,95.197764,938.653328,30.815959,145.409962,108.91229,11436.899593,116.623631,1041.71556,3020.083266,52267.395485,0.025404,1863.265222,2498.123563,27927.475001,0.014411,1909.145315,2778.540375,34481.024081,0.0,87.662663,146.358148,40.808544,47.624501,17.263316,993.539218,166.382757,113.713386,12115.911838,3,1,0,3,25,0,0,0,1.009622,161.460686,72631.011991,58070.524175,7.00044,35,5409.633513,9003.238957,126090.246736,0.0,10823.145603,11397.609159,245837.333121,0.022501,NonVPN,Chat,0,,inf
170229.801527,18.846972,19.181061,1912.498021,2468.678991,583.903606,16.308524,135.479094,109.900417,796.400451,26.765723,162.558555,114.909362,9258.213691,109.929268,1265.227543,2294.223728,31552.465323,0.0,1395.30457,2791.979223,27484.85191,0.11873,1374.422746,2902.631122,27096.927496,0.0,82.03644,55.817583,62.557722,60.41355,18.367622,942.088873,195.440174,97.048837,8954.271661,1,1,0,5,16,0,0,1,1.017569,137.066253,54283.859088,60791.373398,8.054033,30,6582.84047,9820.66471,91665.051619,0.033561,9466.189325,14338.25045,253556.981669,0.0,NonVPN,VoIP,0,,inf
278571.371265,13.769411,15.994613,1940.077126,2335.281066,958.283584,22.263667,196.168487,126.735836,733.023841,24.304211,141.89111,94.603403,8422.558907,76.922652,1134.924407,3116.892198,32801.608757,0.042106,1502.647854,3914.878278,27562.523965,0.003601,1533.677174,3659.870246,40851.344167,0.014846,60.606043,99.640324,47.888545,56.845078,22.913101,915.461124,92.639643,82.298512,11237.970037,1,2,0,2,15,0,0,0,0.941374,155.279029,58400.818031,53914.508605,7.362062,32,5193.338624,9275.686648,110018.055176,0.033218,12846.624909,17393.869007,228732.210597,0.0,NonVPN,Audio-Streaming,0,,inf
292778.678381,17.856328,15.149959,2466.82258,3002.727903,1024.46954,16.846004,143.885726,102.105807,909.300432,19.173145,193.433568,121.4575,9650.416553,98.754902,1334.806113,4051.488667,35190.767091,0.0,1803.559306,3011.350485,21914.184881,0.0,1266.417737,2816.478394,27155.968399,0.0,89.523846,84.914142,62.497846,42.575363,22.419612,976.970747,144.449569,96.964268,11878.738116,1,1,0,2,17,0,0,0,1.042403,190.896451,53932.48933,53345.118408,6.280114,26,6531.091544,8259.967831,122191.264502,0.0,11528.137613,12936.947979,248624.232774,0.0,NonVPN,P2P,0,,inf
263451.475297,18.950597,15.462497,1749.778658,1590.981216,761.636451,17.906262,108.122476,97.338904,827.104798,19.352821,162.031854,131.21183,10531.022174,92.776554,1556.014465,2531.314713,42244.717961,0.007366,1647.772971,2803.794501,25785.659345,0.025491,2198.669158,1329.75142,41284.670905,0.0,71.128894,113.718014,56.573303,33.123894,16.062547,1066.358731,107.931315,120.32184,9900.816222,1,3,0,2,22,1,0,1,0.675486,142.660822,50181.688803,50590.866422,10.881387,32,4978.982234,7810.291833,130478.02756,0.011919,10824.544388,14760.28,274410.702118,0.0,NonVPN,Email,0,,inf
244522.609291,20.88617,13.657246,2504.86333,1713.995897,831.287335,25.670298,163.19405,92.764126,809.207186,24.134124,171.833165,94.437663,9004.312698,98.392318,1206.661299,2735.581671,31716.559612,0.019536,1976.684737,2708.417088,35211.920661,0.004393,2141.123937,2953.134063,33439.775081,0.0,111.883798,88.190287,52.808521,48.51548,20.906676,672.423769,198.343544,98.304498,8000.324029,2,1,1,2,18,0,1,1,0.987436,125.395813,44104.426606,66103.656491,4.253281,26,5889.678993,8250.65974,141525.585505,0.0,11583.293828,18657.202402,268513.619645,0.095822,NonVPN,Email,0,,inf
207019.421492,12.02805,14.778354,2461.535256,2833.027933,814.724959,15.957355,170.705417,70.159783,1087.749832,36.344134,191.873017,121.545541,8657.209795,64.045352,1248.114721,2570.492341,31060.645402,0.086118,1888.407456,2777.693788,28331.279228,0.0,2347.238246,2783.702092,37247.846901,0.0,75.072998,71.688523,38.64031,42.881349,20.203388,691.646934,163.976097,100.967546,6119.185589,1,1,0,2,27,1,1,0,0.871512,187.924666,56979.490224,54469.736671,10.01727,25,5385.869589,9792.801981,114401.079999,0.003135,11212.917677,16619.482631,273373.719688,0.027757,NonVPN,File-Transfer,0,,inf
205045.757451,16.194893,17.909222,2276.499906,3632.653844,724.57672,21.52024,178.848476,91.587631,1278.730909,22.36687,190.500491,94.183646,8898.892703,99.25677,1613.268624,3383.798624,51518.908261,0.0,1692.377396,3865.46503,32128.883307,0.0,1750.065046,2324.889323,39731.804458,0.0,81.83402,94.90257,67.900118,38.141373,16.12794,936.336164,182.848491,105.985582,8542.983288,2,1,0,4,20,0,0,0,0.781011,174.950758,60558.341871,65195.109579,8.731129,27,5085.99031,8241.150369,163436.004028,0.027449,12437.674756,13318.508355,196836.940695,0.00184,NonVPN,Video-Streaming,0,,inf
247473.908433,10.653823,17.415805,2205.572545,2499.31019,682.871781,18.057673,145.224802,91.47096,997.976236,28.669299,170.463134,100.968107,10248.391202,105.445448,1290.581491,3655.266643,49405.665179,0.064584,2376.175974,2194.517247,30075.05033,0.000564,1964.693515,2472.771489,24908.36054,0.004634,68.935679,97.485967,51.42433,36.092767,20.843474,924.449287,182.204675,139.345548,10499.121156,1,1,0,3,19,0,0,0,1.088613,146.570597,42912.596226,51958.06775,7.921226,32,5329.360001,8684.132584,130316.391763,0.039468,12204.734438,15382.888165,160238.24112,0.0,NonVPN,VoIP,0,,inf
192892.67869,17.818071,20.943194,2250.239323,1166.151023,615.955276,26.790281,135.24348,57.85688,1100.110077,24.057696,215.800072,115.483782,10284.136123,101.207458,1575.767055,4511.799938,49340.8079,0.0,1944.718331,3134.212999,36494.584355,0.0,2419.38,3267.582169,49743.806714,0.0,72.693432,90.710263,54.705601,37.790832,10.054368,829.578685,175.969934,91.122007,13483.68613,1,2,0,2,22,0,0,0,0.57099,180.346074,36029.678007,75875.322094,8.244042,24,4739.917787,9137.151275,179776.615268,0.041726,13078.00724,18430.538248,303912.764614,0.0,NonVPN,Browsing,0,,inf
151234.311508,15.456872,20.630024,1815.959044,2517.460735,700.385157,25.407305,170.235339,100.554958,1000.699413,23.839083,186.400824,86.533345,5761.184216,97.566387,1481.645545,3896.536391,53879.29877,0.0785,1476.640356,2435.139964,32593.805198,0.126595,2532.835713,3364.17617,31626.737712,0.0,91.360274,76.980573,57.424887,44.070299,25.734484,842.539037,92.554286,109.080004,8741.760664,1,2,0,3,22,0,0,0,0.920456,159.556063,53042.550896,66357.995405,7.35766,31,6674.834226,6241.498649,88866.822726,0.055498,13686.391052,13854.449136,212693.892455,0.030812,NonVPN,VoIP,0,,inf
159596.432829,15.191488,23.021645,2027.450885,2647.238419,963.265655,27.584785,134.425091,89.727245,1195.172946,17.424099,213.293627,89.837352,9675.227748,90.851214,1158.581077,2633.73329,44089.692594,0.049777,1757.96547,2632.812958,33084.339958,0.0,2266.289303,3212.948921,49934.192948,0.0,73.403622,109.28773,68.846325,40.665794,18.548614,987.663196,140.420748,92.610388,10161.266981,1,1,0,2,18,0,0,0,1.119151,165.479044,55020.91617,55321.087308,8.471955,31,5092.994451,9173.510149,138315.908859,0.068887,10995.544516,18348.110288,209683.667921,0.038298,NonVPN,VoIP,0,,inf
207081.966171,19.141101,25.162476,2151.65478,1573.889646,721.077498,24.43475,164.933073,94.0324,1063.404274,26.092839,219.454296,128.204589,12102.107774,101.135413,1628.125369,3023.094806,37452.956265,0.085338,1870.050315,2976.684105,30668.196078,0.0,2003.953841,3523.740985,37398.069255,0.0,76.90048,126.798037,57.690994,30.416123,26.814976,1010.547587,162.920618,93.314481,11948.233474,1,1,0,4,17,0,1,0,0.942303,188.388236,59507.972231,54739.173543,7.550877,30,6543.165783,11414.001435,127753.459118,0.002303,13629.750109,20845.264726,288970.167964,0.0,NonVPN,Chat,0,,inf
258987.097433,10.788303,19.520729,3100.104763,2899.490126,1012.171484,20.658493,148.023105,96.176597,767.836083,19.836491,221.028268,137.172378,7805.2082,111.55278,1378.086086,3395.729739,45479.252914,0.049718,1826.800697,3259.955814,31670.829335,0.031209,1700.025467,3887.964141,36875.32853,0.03565,56.842124,81.783709,73.369144,47.323818,13.110393,1068.202968,148.849651,125.403706,9841.895779,1,1,0,4,22,0,0,0,0.877043,210.659519,62283.769646,54038.132927,7.776608,32,4999.739857,10076.153529,107359.929503,0.029432,10825.945155,13208.132096,198664.654004,0.072353,NonVPN,Audio-Streaming,0,,inf
233242.592101,20.72422,16.335819,2315.31726,3719.772706,647.736309,13.167868,184.737934,76.605692,896.645569,21.468833,188.688474,91.179383,9192.30245,102.691842,1145.906161,2796.751599,39373.785778,0.0,1663.090242,2655.596781,27842.435715,0.0,1992.835398,2469.505295,38229.302903,0.071799,73.312922,104.384225,57.412135,47.960447,25.636806,982.402846,112.329588,108.171921,12219.154738,2,2,0,3,22,0,0,1,0.799832,189.810697,72810.339023,62277.337703,7.746253,30,5351.556528,10683.777853,96541.653654,0.008785,13554.060803,11004.318889,247760.73661,0.0,NonVPN,File-Transfer,0,,inf
200912.315861,15.511694,23.965668,1699.285577,2052.622519,612.521422,26.218706,137.516828,89.584647,834.749164,19.920093,172.381119,158.673223,11880.441275,80.414763,1563.188674,2721.042883,28570.66065,0.050976,2175.870082,3089.552453,27462.727654,0.0,2269.915599,2997.314003,31590.938676,0.0,81.639803,114.645287,47.066046,50.173951,21.19355,1021.524019,190.897672,87.499626,7089.47308,2,1,0,3,22,0,0,0,1.270811,145.366248,65411.722672,71512.558401,8.554067,33,5736.667272,7957.430978,114392.336923,0.04849,12731.069804,13172.099644,203041.257234,0.005435,NonVPN,Video-Streaming,0,,inf
314568.918586,10.483172,18.901799,1655.086841,2303.133095,747.522308,18.48617,135.58751,90.116754,813.288598,17.682184,205.267775,124.906869,10941.82807,68.65344,1475.327374,3589.363821,34204.112363,0.000459,1762.329607,3462.126508,40392.2786,0.0,2897.813722,2338.726237,40001.720561,0.048525,65.662061,104.523667,58.838636,49.490073,20.83042,1093.806997,167.239366,96.978267,11972.91562,1,2,0,2,20,0,1,0,0.938871,138.573227,44138.694153,66834.977894,6.871902,29,3426.237084,9189.507979,71554.923373,0.0,9936.356288,13605.896792,257124.847295,0.015279,NonVPN,Chat,0,,inf
272502.977253,19.285541,17.993784,2320.172893,2839.388412,820.398564,18.5701,141.024052,76.755554,968.301926,23.593854,158.51317,96.887553,7430.218175,111.738187,1419.811653,2703.027189,48112.620987,0.0,1344.293797,3077.932031,27099.676256,0.0,2014.824807,3375.864968,34122.62822,0.0,87.831829,87.619378,80.389579,44.99093,11.953872,957.893125,222.754554,128.366565,13295.71772,1,1,0,2,22,1,0,0,0.506884,112.521232,75353.571363,55666.446655,6.918957,27,5879.563175,10894.217577,94734.998378,0.037743,10416.753866,8753.645836,148063.075786,0.0,NonVPN,Email,0,,inf
262948.843475,16.327743,18.597348,2972.573619,2006.06606,796.049597,21.095968,130.120626,90.458893,640.808208,30.090795,157.915688,150.221723,9444.468906,112.579716,1386.567677,3182.291553,37584.738241,0.005956,1903.031577,2232.967018,29324.760154,0.0,2827.879065,2754.775692,43456.820768,0.0,83.733742,73.166829,55.171616,46.705331,25.709614,935.96121,206.096495,111.533124,12929.322411,2,1,0,2,19,0,1,0,1.190859,156.969222,67988.017014,85485.536891,7.491329,32,4486.584609,8723.936355,120285.912133,0.036787,8310.638478,13578.066481,251791.68861,0.0,NonVPN,Browsing,0,,inf
186885.280434,17.028531,21.536731,2392.780145,2665.104294,786.192761,16.994536,148.056038,110.407235,880.717382,20.156047,164.051194,113.976836,8861.291065,103.298686,1531.756628,3712.054312,52762.10961,0.049793,1497.306543,2177.145879,29590.834027,0.0,1590.202378,2577.387336,31095.980846,0.0,75.452631,116.363631,62.151771,65.021654,20.613829,853.009345,165.122747,104.616856,10783.457123,2,2,0,4,14,0,0,0,0.916045,132.068552,62478.171936,54357.945741,7.322017,28,6909.331949,7163.290939,148695.142313,0.0,14986.22798,17703.003699,196108.08593,0.0,NonVPN,File-Transfer,0,,inf
